,track
0,0
1,0
2,1
3,3
4,3
5,3
6,3
7,3
8,3
9,5
10,6
11,6
12,6
13,10
14,11
15,11
16,12
17,12
18,12
19,12
20,13
21,13
22,13
23,13
24,14
25,14
26,16
27,18
28,16
29,14
30,14
31,16
32,16
33,20
34,23
35,25
36,25
37,28
38,47
39,49
40,51
41,55
42,55
43,55
44,71
45,73
46,74
47,72
48,66
49,68
50,73
51,77
52,77
53,75
54,79
55,77
56,82
57,79
58,85
59,81
60,69
61,73
62,79
63,69
64,73
65,73
66,73
67,72
68,78
69,82
70,92
71,94
72,89
73,97
74,104
75,113
76,111
77,115
78,134
79,145
80,173
81,192
82,206
83,224
84,234
85,245
86,254
87,265
88,274
89,278
90,287
91,295
92,299
93,299
94,291
95,283
96,279
97,278
98,275
99,264
100,250
101,228
102,218
103,203
104,200
105,192
106,182
107,171
108,171
109,169
110,178
111,173
112,171
113,171
114,176
115,181
116,184
117,185
118,185
119,199
120,208
121,209
122,216
123,226
124,234
125,244
126,256
127,257
128,264
129,272
130,278
131,279
132,280
133,285
134,287
135,289
136,289
137,294
138,295
139,303
140,311
141,317
142,320
143,310
144,312
145,318
146,326
147,321
148,337
149,339
150,329
151,331
152,331
153,324
154,315
155,325
156,328
157,336
158,349
159,348
160,339
161,348
162,355
163,359
164,350
165,351
166,361
167,364
